"symbol","company","sector","industry","market_cap","enterprise_value","trailing_pe","forward_pe","peg_ratio","price_to_book","price_to_sales","ev_to_revenue","ev_to_ebitda","dividend_yield","dividend_rate","payout_ratio","five_year_avg_dividend_yield","ex_dividend_date","revenue","revenue_growth","gross_margins","operating_margins","profit_margins","ebitda","return_on_equity","return_on_assets","debt_to_equity","total_cash","total_debt","free_cashflow","operating_cashflow","current_ratio","earnings_growth","current_price","previous_close","fifty_two_week_high","fifty_two_week_low","fifty_day_average","two_hundred_day_average","beta","average_volume","shares_outstanding","float_shares","data_quality"
"SHREECEM.NS","Shree Cement Limited","Basic Materials","Building Materials","909415284736","884691435520","52.09582","35.58204","0.67","9.869664","10.247545","9.969","31.719","0.64","160.0","0.2897","0.33","1762128000","88744697856","0.052","0.73543","0.18603","0.1453","27891701760","","","38.149","25250000896","33939900416","","","","0.034","25205.0","25145.0","32490.0","22550.0","24886.3","26277.574","","31597","36080748","20526550","0.8571428571428571"
"SIEMENS.NS","Siemens Limited","Industrials","Specialty Industrial Machinery","1280217579520","1218602598400","75.65025","51.88218","","9.2433605","7.426976","7.07","50.854","0.39","12.0","0.2531","0.29","1738195200","172373999616","0.146","0.31136","0.08015","0.0921","23963000832","","","2.213","56118001664","3065999872","","-3569335040","2.57","-0.364","3594.9","3573.1","3937.3","2826.0","3711.15","3294.041","","518095","356120505","84158605","0.8809523809523809"
"ENRIN.NS","Siemens Energy India Limited","Utilities","Utilities - Renewable","1301406810112","1245507223552","99.0084","66.62812","","27.046188","14.89825","14.258","70.15","0.11","4.0","0.1088","","1769731200","87352999936","0.274","0.39666998","0.19364001","0.14994","17755000832","","","4.483","32949999616","2156999936","","35163000832","2.064","0.522","3654.4","3583.9","3968.0","2115.0","3443.5","3024.8196","","602954","356120505","105999268","0.8571428571428571"
"SOLARINDS.NS","Solar Industries India Limited","Basic Materials","Specialty Chemicals","1640403697664","1622611329024","98.1271","54.420464","","26.131956","16.674599","16.494","61.889","0.06","11.0","0.0539","0.15","1785110400","98377400320","0.409","0.50256","0.26174","0.17052001","26218100736","0.31332","0.15451999","23.271","5841399808","15240200192","-13151637504","6208699904","2.057","0.7","18128.0","17798.0","18874.0","11646.0","17082.92","14330.935","0.202","173491","90490055","23873302","0.9761904761904762"
"TATACAP.NS","TATA CAPITAL LIMITED","Financial Services","Credit Services","1525599436800","3881523216384","30.739164","17.325745","","4.007976","12.173912","30.974","","","","0.0","","","125317103616","0.07","1.0","0.55465","0.39028","","0.12005","0.01815","502.058","62084100096","2365060022272","","-379649392640","105.658","0.522","361.8","369.1","379.95","296.0","325.255","330.30322","","3269713","4216692746","706925289","0.7857142857142857"
"TMCV.NS","TATA MOTORS LIMITED","Consumer Cyclical","Auto Manufacturers","1568740212736","1483664392192","51.636364","19.515368","","12.318903","1.8707771","1.769","17.488","0.95","4.0","0.0","","1781222400","838550028288","-0.378","0.32345","0.08489","0.03613","84839997440","0.26045","0.09228","44.095","130479996928","56149999616","184731254784","149810003968","0.758","-0.253","426.0","423.1","509.0","306.3","398.775","413.9121","","11031290","3682488958","2066782130","0.9285714285714286"
"TATAPOWER.NS","The Tata Power Company Limited","Utilities","Utilities - Independent Power Producers","1232122937344","1964233588736","32.92912","22.623812","","3.1211805","1.9736516","3.146","14.849","0.65","2.5","0.19209999","0.68","1782172800","624285908992","-0.128","0.36271","0.115550004","0.06002","132278697984","0.11336","0.03272","168.051","150506897408","799033196544","-59697639424","59933298688","0.806","-0.046","385.6","386.5","464.9","342.5","416.959","392.49124","0.308","7231907","3195339547","1680045627","0.9761904761904762"
"TORNTPHARM.NS","Torrent Pharmaceuticals Limited","Healthcare","Drug Manufacturers - Specialty & Generic","1568931577856","1795010330624","72.64849","48.850876","","18.7035","11.222903","12.84","39.919","0.82","38.0","0.5476","1.04","1780012800","139797299200","0.418","0.75764","0.20196","0.15475","44966400000","0.16986","0.0725","85.446","23552100352","150254993408","26012225536","30227099648","1.126","-0.217","4635.7","4657.6","4742.9","3287.3","4392.28","4040.4255","0.145","474341","338445440","103987361","0.9761904761904762"
"TVSMOTOR.NS","TVS Motor Company Limited","Consumer Cyclical","Auto Manufacturers","1639578075136","1930298523648","54.238327","31.32856","","49.067738","2.9230404","3.441","22.938","0.35","12.0","0.1889","0.41","1774828800","560915283968","0.313","0.37816003","0.12477","0.05381","84153401344","0.31619","0.085489996","306.09","50211201024","327910096896","-9601300480","18665900032","0.981","0.191","3450.1","3456.8","3970.0","2728.7","3465.384","3577.3274","0.041","1123934","474960087","234459709","0.9761904761904762"
"UNIONBANK.NS","Union Bank of India","Financial Services","Banks - Regional","1333361901568","","6.863261","6.8742275","","0.9991649","2.7219045","","","2.86","5.0","0.1866","3.51","1782950400","489863577600","","0.0","-8.87682","0.39665002","","0.15708","0.01254","","","","","-707683024896","","","174.67","174.56","205.49","124.64","169.0518","165.4077","0.885","15659852","7633605607","1926951063","0.7142857142857143"
"UNITDSPR.NS","UNITED SPIRITS LIMITED","Consumer Defensive","Beverages - Wineries & Distilleries","980900511744","925294985216","56.164097","44.041355","","10.693978","7.8679757","7.422","40.477","1.27","17.0","0.5816","0.19","1783382400","124670001152","0.008","0.46467","0.16929","0.14743","22859999232","0.20034","0.090059996","4.611","31339999232","4129999872","6183750144","14590000128","2.053","0.28","1348.5","1341.5","1488.0","1210.8","1305.332","1349.984","0.204","1150933","727350853","269736100","0.9761904761904762"
"VBL.NS","Varun Beverages Limited","Consumer Defensive","Beverages - Non-Alcoholic","1707552145408","1711581560832","53.76464","41.74681","","8.720699","7.524698","7.542","33.014","0.4","2.0","0.1594","0.23","1777507200","226926346240","0.181","0.55351","0.18491","0.14024","51844702208","","","12.705","19983310848","25081829376","","","","0.2","504.85","504.1","555.8","381.0","516.684","470.89","0.246","6934181","3382296144","1301727477","0.8571428571428571"
"VEDL.NS","Vedanta Limited","Basic Materials","Other Industrial Metals & Mining","1096858796032","1471071387648","15.66648","12.615324","","2.2090974","1.4265856","1.913","5.258","11.95","34.0","1.8952","15.86","1774569600","768869990400","-0.413","0.52099","0.33931","0.22619","279789993984","0.20403999","0.05303","48.044","158759993344","329469984768","-487722483712","394989993984","1.32","0.922","280.9","284.55","795.0","268.7","373.471","548.001","0.251","31556225","3904801732","1616314581","0.9761904761904762"
"ZYDUSLIFE.NS","Zydus Lifesciences Limited","Healthcare","Drug Manufacturers - Specialty & Generic","1123687989248","1205692006400","22.476057","24.17601","","4.4792676","4.139058","4.441","16.613","0.09","1.0","0.21959999","0.83","1784764800","271483994112","0.162","0.73138","0.18466999","0.18565","72576000000","0.18318","0.08071999","42.242","71923998720","124959997952","13310125056","21166000128","1.267","0.087","1126.5","1121.3","1128.5","835.5","1023.714","950.959","0.402","1502215","997503832","242811107","0.9761904761904762"
