"symbol","company","sector","industry","market_cap","enterprise_value","trailing_pe","forward_pe","peg_ratio","price_to_book","price_to_sales","ev_to_revenue","ev_to_ebitda","dividend_yield","dividend_rate","payout_ratio","five_year_avg_dividend_yield","ex_dividend_date","revenue","revenue_growth","gross_margins","operating_margins","profit_margins","ebitda","return_on_equity","return_on_assets","debt_to_equity","total_cash","total_debt","free_cashflow","operating_cashflow","current_ratio","earnings_growth","current_price","previous_close","fifty_two_week_high","fifty_two_week_low","fifty_day_average","two_hundred_day_average","beta","average_volume","shares_outstanding","float_shares","data_quality"
"IMO.TO","Imperial Oil Limited","Energy","Oil & Gas Integrated","77708509184","80895516672","27.235594","14.648279","5.19","3.416029","1.6580291","1.726","12.275","2.17","3.48","0.5136","2.23","1780531200","46868000768","-0.004","0.16709","0.09770001","0.0623","6590000128","0.12384","0.061950002","18.533","1029000000","4216000000","3520624896","5936999936","1.232","-0.23","160.69","160.88","191.76","107.47","172.0994","149.76625","0.797","697060","483592715","146896123","1.0"
"IFC.TO","Intact Financial Corporation","Financial Services","Insurance - Property & Casualty","51710750720","54743752704","15.575079","15.509383","0.49","2.6150393","1.9623083","2.077","9.337","2.01","5.88","0.2907","1.96","1781568000","26352001024","0.045","0.18932","0.17292999","0.13058","5863000064","0.17187999","0.051420003","23.328","3398000128","4961999872","4330749952","4236000000","0.35","0.117","292.5","292.0","317.35","242.87","269.2176","267.1127","0.302","445873","176788893","175988039","1.0"
"K.TO","Kinross Gold Corporation","Basic Materials","Gold","40289255424","38983032832","10.101797","6.934421","1.12","3.1871657","5.060638","4.897","7.859","0.59","0.2","0.0574","1.78","1779321600","7961299968","0.608","0.68721","0.55086","0.35988","4960099840","0.35467","0.20349","8.204","2184999936","756499968","2846512384","4292900096","2.842","1.339","33.74","34.38","53.57","20.35","39.5562","40.08475","1.348","3254442","1194109463","1187544391","1.0"
"L.TO","Loblaw Companies Limited","Consumer Defensive","Grocery Stores","75175534592","38969171968","29.226242","22.4883","5.14","2.0558279","1.1658194","0.604","6.814","0.96","0.62","0.25530002","1.21","1781481600","64483000320","0.042","0.3132","0.06966","0.04277","5719000064","0.24492","0.07105","151.434","960000000","16734999552","4135124992","6618999808","1.091","0.21","64.59","65.93","69.59","52.92","62.801","61.43455","0.383","1302020","1163888224","188996395","1.0"
"MG.TO","Magna International Inc.","Consumer Cyclical","Auto Parts","25066436608","30520436736","27.404764","8.548038","0.39","1.4963027","0.5922791","0.721","7.256","2.96","2.73","0.8228","3.48","1778803200","42322001920","0.031","0.14579001","0.04277","0.01585","4206000128","0.059660003","0.04405","54.596","1604999936","6700000256","2071000064","4198000128","1.217","","92.08","91.49","96.0","52.29","88.509","76.78325","1.852","1242598","272224550","271546711","0.9761904761904762"
"MFC.TO","Manulife Financial Corporation","Financial Services","Insurance - Life","96292642816","93740564480","16.659943","11.712055","0.78","1.9724318","3.0064206","2.927","9.259","3.2","1.85","0.5202","4.58","1780012800","32028999680","0.121","0.50317","0.19048999","0.20038","10124000256","0.12564","0.00588","44.278","30281000960","23491999744","5451250176","28771000320","30.143","1.616","57.81","57.19","58.06","41.08","54.2404","49.6589","0.78","6278048","1665674480","1666036711","1.0"
"MRU.TO","Metro Inc.","Consumer Defensive","Grocery Stores","19192793088","27506325504","19.400852","16.397135","2.97","3.8594332","0.8654993","1.24","14.744","1.79","1.63","0.3236","1.52","1778630400","22175399936","","0.19747","0.06796","0.044359997","1865600000","0.1392","0.062459998","80.689","217800000","4800999936","840787520","1676800000","1.418","","90.99","92.98","107.78","86.63","90.556","94.6691","0.361","540228","210933000","251148603","0.9523809523809523"
"NTR.TO","Nutrien Ltd.","Basic Materials","Agricultural Inputs","41757249536","54964248576","12.37411","11.321354","1.39","1.1710846","1.5536425","2.045","9.824","3.44","2.99","0.445","3.26","1782777600","26876999680","0.19","0.32269","0.06498","0.08881","5594999808","0.098129995","0.04227","55.359","777000000","13946000384","1606249984","4238000128","1.239","12.5","86.99","86.55","116.95","74.77","95.2696","91.2319","1.057","1560606","480023548","479298712","1.0"
"OTEX.TO","Open Text Corporation","Technology","Software - Application","7612318720","12770394112","10.743151","4.930785","1.02","1.3364105","1.4616835","2.452","8.144","4.96","1.56","0.5279","2.86","1780617600","5207911936","0.022","0.76489997","0.21435","0.09912","1568054016","0.1276","0.051939998","161.833","1259085952","6415261184","836536896","979206016","0.94","0.99","31.37","31.3","56.0","27.63","31.4748","39.76755","1.049","2138679","242662360","238452168","1.0"
"PPL.TO","Pembina Pipeline Corporation","Energy","Oil & Gas Midstream","38543327232","54013325312","24.921053","21.765182","2.34","2.538485","5.070156","7.105","15.933","4.32","2.87","1.0676999","5.44","1781481600","7601999872","-0.077","0.38727","0.33951","0.22231","3390000128","0.09806","0.04283","82.348","173000000","13916000256","1401874944","2796000000","0.833","0.002","66.29","66.94","69.42","48.74","64.8788","58.35165","0.703","2559659","581435000","580725649","1.0"
"POW.TO","Power Corporation of Canada","Financial Services","Insurance - Life","54510878720","-98593521664","20.79327","12.990426","0.88","2.3688896","1.3813862","-2.499","-13.318","3.09","2.67","0.60220003","4.92","1782777600","39460999168","0.074","0.52502","0.18761998","0.07007","7402999808","0.10466","0.00455","47.533","196672995328","21473599488","-26356750336","6935000064","79.199","0.21","86.5","86.47","90.7","52.06","81.352","70.80255","0.938","2236220","575322676","580607003","1.0"
"QSR.TO","Restaurant Brands International Inc.","Consumer Cyclical","Restaurants","47504670720","52334030848","23.82151","17.153366","0.95","6.814073","4.9540796","5.458","18.235","3.55","3.69","0.8071","3.38","1782172800","9589000192","0.073","0.33914003","0.25882998","0.099589996","2870000128","0.28136","0.06436","296.409","1018000000","15683000320","1650000000","1747000064","0.989","1.0","104.1","105.41","111.63","84.78","105.0834","98.61945","0.522","1127029","346983973","298257014","1.0"
"RCI-B.TO","Rogers Communications Inc.","Communication Services","Telecom Services","26136098816","75635097600","3.7101228","9.598445","0.86","1.4540318","1.176348","3.404","7.999","4.13","2.0","0.1534","3.69","1780963200","22218000384","0.102","0.44693002","0.20887","0.3174","9456000000","0.40674","0.03892","184.2","1652000000","44802998272","6757374976","6257999872","0.553","0.595","48.38","49.53","56.27","39.84","50.8708","51.36555","0.791","2103453","429076558","385050969","1.0"
"RY.TO","Royal Bank of Canada","Financial Services","Banks - Diversified","404224999424","104317419520","18.7302","16.539875","2.56","3.1183534","6.150996","1.587","","2.42","7.04","0.41349998","3.51","1785110400","65716998144","0.161","0.0","0.45286998","0.33687","","0.16203","0.00955","","794214006784","483078995968","","-61369999360","","0.275","290.88","288.01","291.09","175.5","262.0768","231.41565","0.94","3595145","1389662335","1388484794","0.8809523809523809"
"SAP.TO","Saputo Inc.","Consumer Defensive","Packaged Foods","17079135232","19907135488","25.538923","17.787287","0.51","2.5388417","0.97311467","1.134","12.007","1.88","0.8","0.4731","2.39","1781568000","17550999552","","0.094519995","0.060399998","0.03829","1658000000","0.10012999","0.04815","48.082","444000000","3272000000","964124992","1490000000","1.71","","42.65","42.44","45.09","27.08","41.1706","39.75065","0.107","1062204","400448655","230538291","0.9523809523809523"
"SHOP.TO","Shopify Inc.","Technology","Software - Application","210635309056","205071302656","112.72222","49.01737","2.12","11.885844","17.033422","16.583","95.471","","","0.0","","","12366000128","0.343","0.4797","0.1571","0.10771","2148000000","0.11311","0.0962","1.432","5743000064","179000000","1256749952","2147000064","6.196","","162.32","165.7","253.1","129.01","156.0806","188.90375","2.587","2066018","1219581025","1216551197","0.8809523809523809"
"SLF.TO","Sun Life Financial Inc.","Financial Services","Insurance - Diversified","61488476160","-31095463936","20.657356","13.010272","1.35","2.6134384","1.761999","-0.891","-6.015","3.32","3.68","0.6704","4.07","1779840000","34896998400","0.002","0.40144002","0.08493","0.08849","5169999872","0.119720004","0.00754","54.114","109036003328","14042000384","-4171375104","5356000256","48.176","-0.484","110.93","110.54","112.05","77.38","101.6394","89.91555","0.83","1875396","554299767","553020149","1.0"
"SU.TO","Suncor Energy Inc.","Energy","Oil & Gas Integrated","90244358144","101785354240","14.530417","9.962485","11.41","1.9771835","1.7672102","1.993","6.529","3.14","2.4","0.4449","3.87","1780531200","51065999360","0.175","0.58785","0.20848","0.12394","15589999616","0.1397","0.05945","32.358","3271000064","14812000256","6675874816","13059999744","1.417","0.299","76.43","76.43","96.53","50.97","87.2014","72.99405","0.564","6202096","1180745189","1179517214","1.0"
"TRP.TO","TC Energy Corporation","Energy","Oil & Gas Midstream","101343084544","169500000256","28.696163","25.216444","4.39","4.0435615","6.54798","10.952","17.386","3.61","3.51","1.0111","5.82","1782777600","15477000192","0.066","0.6918","0.47501","0.22227","9749000192","0.11328","0.03591","166.505","1532999936","61869998080","267250000","8590000128","0.65","-0.085","97.28","98.83","100.18","63.34","92.9092","82.2094","0.977","5130835","1041766896","999010000","1.0"
"TECK-B.TO","Teck Resources Limited","Basic Materials","Other Industrial Metals & Mining","40459255808","45966544896","21.920424","19.307192","4.51","1.6085331","3.2604768","3.704","9.005","0.61","0.5","0.13260001","0.99","1781481600","12408999936","0.722","0.30913","0.39843","0.14909","5104500224","0.0592","","36.94","5011999744","9607000064","","","","1.288","82.64","82.66","98.575","42.95","86.3446","71.6535","1.567","1039598","481984883","468273024","0.9047619047619048"
"T.TO","TELUS Corporation","Communication Services","Telecom Services","23935477760","54754418688","25.983051","15.425018","1.01","1.5379213","1.1781011","2.695","10.581","10.92","1.67","2.7823","6.18","1781049600","20316999680","-0.006","0.34764","0.14031","0.045679998","5175000064","0.0374","0.03304","190.139","1302000000","31119998976","2369625088","4839000064","0.669","-0.585","15.33","15.72","23.18","15.27","16.8548","18.60885","0.73","7777782","1561348884","1570615900","1.0"
"TRI.TO","Thomson Reuters Corporation","Industrials","Specialty Business Services","51288948736","53498949632","23.831644","16.362064","1.25","3.2144773","6.6930637","6.981","24.654","3.11","3.66","0.71349996","1.51","1779235200","7663000064","0.098","0.39462003","0.30331","0.19927","2169999872","0.12734","0.06939","22.85","489000000","2699000064","1677250048","2711000064","0.604","0.056","117.49","119.04","299.24","107.91","119.4192","158.7776","0.178","742148","436538837","127403860","1.0"
"TD.TO","The Toronto-Dominion Bank","Financial Services","Banks - Diversified","282517209088","170893246464","19.954493","15.91802","0.91","2.3315835","4.773863","2.888","","2.62","4.48","0.5","4.17","1783641600","59179999232","-0.315","0.0","0.35381","0.25194","","0.119090006","0.00719","","637163995136","522703994880","","5490999808","","-0.612","171.01","170.03","171.48","99.3","154.836","131.56035","0.88","5098496","1652051000","1612220050","0.8809523809523809"
"TOU.TO","Tourmaline Oil Corp.","Energy","Oil & Gas E&P","22991597568","","32.712708","11.359232","0.34","1.4846668","4.950457","","","3.38","2.0","1.105","1.87","1781481600","4644338176","0.041","0.46071997","0.65045","0.15235","2501640960","0.04499","0.01893","7.135","","1138812032","-1064190016","3241335040","0.878","2.018","59.21","60.16","70.57","56.72","63.6446","62.6639","0.268","2910506","388305975","369655639","0.9047619047619048"
"WCN.TO","Waste Connections, Inc.","Industrials","Waste Management","60214636544","69535621120","40.650085","26.985325","1.87","5.28384","6.266242","7.236","22.643","0.81","1.92","0.32439998","0.68","1778025600","9609369600","0.064","0.42504","0.1875","0.10973","3070896128","0.13121","0.05472","117.097","114266000","9435247616","1057641856","2418127872","0.686","-0.076","236.99","237.78","264.58","203.46","217.35","230.2536","0.505","379956","254080912","253199251","1.0"
"WPM.TO","Wheaton Precious Metals Corp.","Basic Materials","Gold","71433879552","69277032448","27.989325","19.643267","0.43","6.032477","26.017035","25.231","30.375","0.69","1.09","0.1744","1.12","1779840000","2745658112","0.916","0.85807997","0.75021005","0.65550005","2280745984","0.21542","0.14041","0.083","2164505088","7662000","639690240","2310010880","4.531","1.288","157.3","160.71","226.68","117.13","176.2686","171.50674","1.16","809948","454125089","453166885","1.0"
"WSP.TO","WSP Global Inc.","Industrials","Engineering & Construction","23660320768","31781519360","23.910082","13.25743","16.44","2.357635","1.2826246","1.723","14.43","0.85","1.5","0.20459999","0.77","1782777600","18446800896","0.037","0.21258","0.09122","0.052270003","2202500096","0.10462","0.050869998","87.041","612800000","8734600192","1707637504","2110200064","1.189","-0.028","175.5","178.21","291.46","170.85","198.435","237.868","0.47","531985","134816636","104433011","1.0"
